text,label
I Hate Love(OOO%) I Hate Love(OOO%),positive
Lord of phone What this phone can do without this,positive
To everyone complaining about it needing root  it says so in the first paragraph of the description...,positive
"No back button? After fiddling with it and looking at different pictures colours  I noticed that to select a new picture  you can't simply hit """"""""""""""""""""""""""""""""back"""""""""""""""""""""""""""""""" to return to the gallery  instead it exits the app. For a new picture  you need to go back through the process of bringing up the gallery   selecting a file  selecting an app to view pictures and selecting the picture. If you have a lot of pictures  this is just too time consuming.""""",neutral
CTO quite unique..and it has cloud.,positive
Just getting into programming. Starting with ruby. Having it on my phone  to me  is very cool :-),positive
Perfect Best substitute gallery for smartphones like moto m where there is no gallery...its perfect..,positive
Pacman vs,positive
Slow download of videos 😓 Needs to be faster ..,neutral
Bubble Leveler Works Great when you need anything leveled up...l love this is app...you will too !!!,positive
"Hates Samsung Galaxy Tab 3 7.0"""""""""""""""""""""""""""""""" No games will load despite having the correct plug-in. I do hope that bug gets squashed""""",neutral
Sir plz not smothly Fix lg 2,positive
Xolo Q700 Superbackup,positive
Amazing app Totally love it!,positive
I use google everyday,positive
nic its very useful app,positive
I cannot listen the news I would like to get the news through streaming or whatever but it's only possible to read them. Seriously? I don't need it. I am going to uninstall in one  two...,negative
Its cool its good but not too good cause all the games i playes are not smooth and too slow.i play pokemon and everything i so slow but when i put the frame rate higher its too laggy..(tried all the frame skip thing idk wats its called srry)hope you can fix it :),neutral
Thanks OK update,positive
Not working Worst app,negative
By FAR the best Subsonic app. Yep. Its the best... None of the annoying behavior of the other Subsonic clients. The only issue I've had is when playing certain files through ChromeCast the playback will freak out for a few seconds then skip to the next song. I'm guessing this is a problem with the ChromeCast reading my VBR encoding  not the app itself.,positive
"Downloaded the first song I tried then nothing! Wants me to go to """"""""""""""""pro""""""""""""""""""""",negative
Great Ok so i really love this app but could you pleaseeeeee add an option to make it stretch to fullscreen,positive
It is very light! But pic quality is Just like the stock Camera or less.,neutral
Can I play 2k on it,positive
Google talkback Bad,positive
I love Indian AppppppppppppsssssssssssssssssssssssssssssssssssssssssssAppppppppppssssssssssssssssssss,positive
No malayalam When i try to somewhats meaning  there is no malayalam meaning  there is some other language shown..,negative
Um Worked one time with my note 5 and hasnt worked since.,negative
Useful I loved it,positive
Network Systems Engineer Likethe way it gives me what I need to fix WiFi Networks.,positive
Love This,positive
OMG I. Saw. Jesus.,positive
great emulater its great loved it so much i will rate 5 stars,positive
I love it...,positive
Late update for Google assistant India....,negative
Location Calling,negative
Awful I hoped the problem wont happen to me,positive
"PLEASE FIX THE BUGS It's a really great app for safe browsing but the problem is that it constantly says """"""""""""""""Orbot has stopped"""""""""""""""" so i have to start again. Please fix it. And oh  also the VPN  i hope you can fix it. God bless""""",neutral
?? Nexus6P?7.0,negative
Sixeboorvideo,positive
Page change is horrible If I zoom in to fit the text and then I want to scroll down to the next pages it doesn't work. I have to either zoom out and change or use the silly volume buttons to change the page and even then it does in a horrible clumsy way not fluid at all. I would remove the comment if I get my money back.,negative
We proud to indian,positive
Really easy Great app  my old one didn't work no more which was sad  I searched for one similar and I found this app it is so much better  really easy to understand and doesn't give you adverts  it has loads of tones to choose from  quicker to put the timing in  you can change colour if you wish and allows to work without wifi. Fantastic app. Good job ?,positive
Ankur Kumar,positive
rima rima,positive
K LOVED. IT,positive
Simple yet powerful interface  would like a dark theme option,positive
